Cust_id,age,job,marital,education,default,balance,housing,loan
ABC28860,37,blue-collar,divorced,secondary,no,-175,yes,no
ABC28863,53,blue-collar,married,primary,no,901,no,yes
ABC28864,47,blue-collar,divorced,secondary,no,1194,yes,yes
ABC34059,40,services,divorced,secondary,no,2129,no,no
ABC28865,35,blue-collar,married,secondary,no,210,yes,no
ABC28867,30,blue-collar,married,tertiary,no,1454,no,no
ABC34065,47,management,single,tertiary,no,86,no,no
ABC28869,53,blue-collar,married,tertiary,no,2336,no,no
ABC34067,33,student,single,unknown,no,1170,no,no
ABC2887,54,blue-collar,married,secondary,no,1765,yes,no
ABC28870,56,blue-collar,married,secondary,no,2190,no,yes
ABC34072,50,management,married,tertiary,no,938,no,no
ABC28871,56,unemployed,married,secondary,no,972,no,no
ABC28873,59,unemployed,married,primary,no,0,no,no
ABC34076,54,blue-collar,divorced,secondary,no,2156,yes,no
ABC28874,41,blue-collar,divorced,secondary,no,-333,yes,no
ABC34078,38,management,divorced,secondary,no,257,yes,no
ABC28875,31,self-employed,married,tertiary,no,227,yes,yes
ABC28876,42,blue-collar,married,secondary,no,0,yes,no
ABC28877,36,services,divorced,tertiary,no,281,no,no
ABC34081,47,blue-collar,married,tertiary,no,2408,no,no
ABC34082,31,services,married,secondary,no,35,no,no
ABC34083,36,management,married,tertiary,no,393,yes,no
ABC34084,58,unemployed,married,secondary,no,687,yes,no
ABC34086,35,services,married,unknown,no,618,no,no
ABC28878,51,unemployed,married,secondary,no,17418,yes,no
ABC28879,44,unemployed,married,unknown,no,1309,no,no
ABC2888,46,blue-collar,married,secondary,no,1733,yes,no
ABC28880,47,unemployed,divorced,secondary,no,0,no,yes
ABC28881,34,management,married,secondary,no,243,no,no
ABC28886,46,blue-collar,married,primary,no,665,no,no
ABC28888,53,unemployed,married,secondary,no,2180,no,no
ABC34095,41,entrepreneur,married,secondary,no,30,no,no
ABC34096,46,management,married,tertiary,no,699,no,no
ABC34098,35,management,married,tertiary,no,495,no,no
ABC34099,49,entrepreneur,single,secondary,no,5802,no,no
ABC2889,53,retired,married,primary,no,383,yes,no
ABC28890,41,blue-collar,divorced,secondary,no,692,yes,no
ABC28891,30,services,married,secondary,no,373,yes,no
ABC34102,47,blue-collar,married,primary,no,2749,yes,no
ABC28892,40,self-employed,married,secondary,no,541,yes,no
ABC28893,59,blue-collar,married,secondary,no,2605,no,no
ABC34108,34,management,married,tertiary,no,0,yes,no
ABC34109,30,blue-collar,married,secondary,no,776,no,no
ABC28894,46,blue-collar,married,tertiary,no,43,yes,no
ABC34110,54,management,married,tertiary,no,1014,no,yes
ABC28895,49,management,married,tertiary,no,-969,no,no
ABC289,32,blue-collar,married,secondary,no,1331,yes,no
ABC28901,49,management,married,tertiary,no,15,no,no
ABC28907,66,self-employed,married,secondary,no,1929,no,no
ABC28908,33,management,married,tertiary,no,1071,no,no
ABC28909,57,retired,married,secondary,no,523,no,yes
ABC2891,50,management,married,secondary,no,0,yes,no
ABC28910,46,management,married,tertiary,no,699,no,no
ABC28912,43,services,married,secondary,no,764,yes,no
ABC28915,36,blue-collar,married,secondary,no,937,yes,no
ABC28916,32,management,married,tertiary,no,71,no,no
ABC2892,40,blue-collar,married,secondary,no,1522,yes,yes
ABC28920,44,self-employed,married,secondary,no,335,no,no
ABC34124,55,services,married,secondary,no,139,no,no
ABC28921,43,management,married,tertiary,no,228,yes,no
ABC28922,57,management,married,tertiary,no,8141,no,no
ABC34129,85,retired,married,primary,no,98,no,no
ABC28923,40,blue-collar,divorced,secondary,no,0,yes,no
ABC28924,38,blue-collar,married,secondary,no,168,no,yes
ABC28927,53,services,married,secondary,no,660,no,no
ABC2893,53,management,married,tertiary,no,4446,yes,no
ABC28930,44,blue-collar,married,secondary,no,294,yes,no
ABC28931,52,management,married,tertiary,no,72,no,no
ABC28933,34,unemployed,married,tertiary,no,181,yes,no
ABC28934,57,self-employed,divorced,tertiary,no,3767,no,no
ABC28935,37,management,divorced,tertiary,no,88,no,no
ABC28938,45,blue-collar,divorced,secondary,no,441,yes,no
ABC34140,33,services,married,secondary,no,478,no,no
ABC28939,46,blue-collar,married,secondary,no,700,yes,yes
ABC2894,41,blue-collar,married,secondary,no,923,yes,no
ABC34143,29,management,single,tertiary,no,2753,no,no
ABC34144,39,management,married,tertiary,no,0,no,no
ABC28940,46,blue-collar,married,secondary,no,363,yes,no
ABC34146,33,blue-collar,single,secondary,no,498,no,no
ABC34148,33,blue-collar,single,tertiary,no,700,no,no
ABC34149,58,management,married,tertiary,no,4152,yes,no
ABC28941,42,blue-collar,married,secondary,no,1288,yes,no
ABC28943,60,services,divorced,secondary,no,4519,no,no
ABC34151,61,retired,divorced,secondary,no,927,no,no
ABC34153,35,services,married,tertiary,no,286,no,no
ABC34154,32,management,married,tertiary,no,1388,yes,no
ABC28944,47,blue-collar,married,secondary,no,349,yes,yes
ABC28945,35,management,married,tertiary,no,495,no,no
ABC28947,43,services,married,secondary,no,877,yes,no
ABC34158,50,services,single,secondary,no,2252,no,no
ABC28948,61,retired,married,secondary,no,0,no,no
ABC34161,54,blue-collar,married,secondary,no,0,no,no
ABC34162,33,blue-collar,married,tertiary,no,0,no,no
ABC28949,37,blue-collar,married,primary,no,89,yes,no
ABC34168,34,management,married,tertiary,no,3047,no,no
ABC2895,41,services,married,secondary,no,1309,yes,no
ABC28950,59,retired,divorced,tertiary,no,979,yes,no
ABC34171,29,management,single,tertiary,no,36252,yes,no
ABC34173,40,management,married,tertiary,no,158,no,no
ABC34176,29,blue-collar,single,secondary,no,734,yes,yes
ABC28951,40,management,married,tertiary,no,432,yes,yes
ABC28952,45,blue-collar,married,secondary,no,196,yes,no
ABC28955,37,unemployed,married,primary,no,941,no,no
ABC28956,34,management,married,tertiary,no,0,no,no
ABC34183,45,blue-collar,married,secondary,no,10252,no,no
ABC28958,38,blue-collar,married,secondary,no,20,no,no
ABC2896,42,management,married,tertiary,no,1340,yes,no
ABC28960,55,management,divorced,tertiary,no,446,no,no
ABC28961,48,services,married,secondary,no,1555,no,no
ABC28962,50,services,married,secondary,no,-185,no,no
ABC28964,46,services,divorced,secondary,no,-179,no,no
ABC28965,53,management,married,secondary,no,-264,no,yes
ABC34194,40,blue-collar,single,tertiary,no,1646,yes,no
ABC28967,40,management,married,tertiary,no,572,no,no
ABC28968,47,blue-collar,divorced,secondary,no,129,no,no
ABC28969,36,services,married,secondary,no,812,yes,yes
ABC2897,47,management,married,tertiary,no,3158,yes,no
ABC28972,39,services,divorced,secondary,no,7,yes,no
ABC34200,33,blue-collar,married,secondary,no,133,no,no
ABC34201,56,management,married,tertiary,no,2333,no,no
ABC28974,38,blue-collar,married,secondary,no,757,yes,no
ABC28975,38,management,married,tertiary,no,1198,yes,no
ABC28976,56,services,divorced,secondary,no,218,yes,no
ABC34206,45,blue-collar,married,secondary,no,640,yes,no
ABC28977,37,blue-collar,married,secondary,no,520,yes,no
ABC28980,55,self-employed,married,secondary,no,5,no,no
ABC28981,36,services,married,secondary,no,-206,yes,no
ABC34210,41,blue-collar,married,secondary,no,5060,no,no
ABC34211,38,blue-collar,divorced,secondary,no,902,yes,no
ABC34212,47,blue-collar,married,secondary,no,335,no,no
ABC28983,45,services,married,secondary,no,1097,yes,yes
ABC34214,49,management,married,tertiary,no,1,no,no
ABC28984,39,blue-collar,married,unknown,no,0,no,no
ABC28985,40,services,married,secondary,no,5,no,no
ABC28986,55,management,divorced,tertiary,no,347,yes,no
ABC34219,42,services,single,secondary,no,1451,yes,no
ABC28987,42,services,divorced,secondary,no,814,yes,no
ABC28988,52,blue-collar,married,secondary,no,279,no,yes
ABC2899,43,blue-collar,married,primary,no,887,yes,no
ABC34226,36,services,married,tertiary,no,3221,no,no
ABC28990,34,management,married,secondary,no,0,no,no
ABC28993,59,retired,married,primary,no,866,no,yes
ABC28994,41,services,divorced,secondary,no,0,yes,no
ABC28996,44,blue-collar,married,secondary,no,-1317,yes,no
ABC28997,40,services,married,secondary,no,0,yes,yes
ABC28999,53,self-employed,married,tertiary,no,451,yes,no
ABC290,40,self-employed,married,secondary,no,672,yes,no
ABC34235,60,blue-collar,married,secondary,no,316,no,no
ABC34236,33,blue-collar,married,secondary,no,2044,yes,no
ABC2900,55,management,married,tertiary,no,23189,yes,no
ABC29000,32,management,married,tertiary,no,1852,no,no
ABC29002,51,blue-collar,married,secondary,no,1490,yes,no
ABC29003,43,blue-collar,married,secondary,no,576,no,no
ABC29004,50,services,married,secondary,no,545,no,no
ABC34242,33,blue-collar,married,secondary,no,557,no,no
ABC29005,49,self-employed,married,secondary,no,289,yes,no
ABC29006,47,services,divorced,secondary,no,207,yes,no
ABC29007,32,services,divorced,secondary,no,714,no,no
ABC34247,32,student,single,tertiary,no,1138,no,no
ABC29008,37,services,divorced,secondary,no,490,yes,no
ABC29009,58,retired,married,unknown,no,662,yes,no
ABC2901,40,services,married,secondary,no,1010,yes,no
ABC34250,48,blue-collar,married,secondary,no,863,yes,no
ABC29010,53,services,married,secondary,no,1563,yes,no
ABC29011,35,blue-collar,married,secondary,no,1,no,no
ABC29012,55,management,divorced,tertiary,no,-207,no,no
ABC29015,57,unemployed,married,primary,no,5126,yes,no
ABC29016,60,blue-collar,married,secondary,no,216,yes,yes
ABC29017,37,services,divorced,secondary,no,506,yes,no
ABC29018,51,blue-collar,divorced,tertiary,no,3962,yes,no
ABC2902,45,blue-collar,married,primary,no,246,yes,no
ABC29020,39,blue-collar,married,secondary,no,186,no,no
ABC29021,42,blue-collar,married,primary,no,199,yes,no
ABC29022,36,services,married,secondary,no,854,yes,no
ABC29023,38,management,married,tertiary,no,106,no,no
ABC29026,56,management,married,tertiary,no,363,no,no
ABC29028,47,services,married,secondary,no,2152,no,no
ABC29029,38,services,married,secondary,no,-301,no,yes
ABC2903,54,retired,married,secondary,no,918,yes,no
ABC29030,43,entrepreneur,married,primary,no,629,yes,no
ABC34274,36,blue-collar,married,secondary,no,218,yes,no
ABC29031,39,blue-collar,married,secondary,no,1044,yes,no
ABC29032,40,blue-collar,married,secondary,no,123,yes,no
ABC29033,45,self-employed,married,tertiary,no,430,yes,no
ABC29034,48,blue-collar,married,secondary,no,578,yes,no
ABC29035,42,entrepreneur,married,secondary,no,46,no,no
ABC29036,54,blue-collar,married,secondary,no,306,no,no
ABC34280,36,self-employed,married,secondary,no,188,yes,yes
ABC29038,45,self-employed,divorced,primary,no,221,no,no
ABC29039,58,blue-collar,divorced,secondary,no,1103,yes,no
ABC2904,46,blue-collar,married,primary,no,1429,yes,no
ABC29040,47,blue-collar,married,secondary,no,332,yes,no
ABC29041,60,blue-collar,married,secondary,no,358,no,no
ABC29042,30,management,married,secondary,no,503,yes,no
ABC29043,35,blue-collar,divorced,secondary,no,2823,yes,no
ABC29045,48,blue-collar,married,unknown,no,439,yes,no
ABC29046,36,blue-collar,divorced,secondary,no,-94,yes,no
ABC34291,45,blue-collar,married,secondary,no,1998,no,no
ABC34292,35,management,married,tertiary,no,520,yes,no
ABC29047,31,unemployed,divorced,tertiary,no,256,yes,no
ABC29048,54,services,married,secondary,no,514,yes,no
ABC29049,49,blue-collar,married,primary,no,0,yes,no
ABC34297,38,management,divorced,tertiary,no,6368,yes,no
ABC2905,57,retired,divorced,primary,no,2439,yes,no
ABC29050,46,services,divorced,secondary,no,0,yes,no
ABC29051,40,unemployed,divorced,secondary,no,507,yes,no
ABC29058,58,retired,married,secondary,no,195,no,no
ABC29059,32,services,married,secondary,no,289,yes,no
ABC2906,49,entrepreneur,married,secondary,no,348,yes,no
ABC29060,41,services,married,tertiary,no,108,yes,no
ABC34303,52,blue-collar,married,tertiary,no,876,no,no
ABC29061,47,entrepreneur,married,secondary,no,583,yes,no
ABC29062,58,services,divorced,secondary,no,0,yes,no
ABC29063,31,management,married,tertiary,no,197,yes,no
ABC29066,34,blue-collar,married,secondary,no,-271,yes,yes
ABC34308,30,self-employed,married,tertiary,no,2666,no,no
ABC34309,31,blue-collar,married,secondary,no,4182,yes,no
ABC29067,38,services,married,secondary,no,304,no,yes
ABC29068,38,blue-collar,married,tertiary,no,447,yes,no
ABC29069,37,blue-collar,married,primary,no,708,yes,no
ABC2907,49,services,married,secondary,no,387,yes,no
ABC34314,32,self-employed,divorced,tertiary,no,3271,no,no
ABC29070,40,retired,married,primary,no,407,yes,no
ABC29072,56,blue-collar,married,secondary,no,778,no,no
ABC34317,44,self-employed,married,unknown,no,163,yes,no
ABC29073,36,unemployed,married,secondary,no,533,yes,no
ABC29074,60,management,married,tertiary,no,553,yes,no
ABC29075,36,management,married,tertiary,no,763,no,no
ABC34323,45,blue-collar,married,primary,no,803,yes,no
ABC29076,56,blue-collar,married,secondary,no,659,yes,no
ABC34326,31,blue-collar,married,tertiary,no,636,yes,no
ABC29079,38,services,married,secondary,no,-500,no,yes
ABC29080,48,services,married,secondary,no,74,no,no
ABC29081,53,management,married,secondary,no,478,yes,no
ABC29082,38,blue-collar,married,secondary,no,10,no,no
ABC29085,46,entrepreneur,married,primary,no,0,no,no
ABC29086,45,services,married,secondary,no,-75,yes,no
ABC34333,32,blue-collar,single,secondary,no,400,no,no
ABC29087,46,blue-collar,married,primary,no,1941,yes,no
ABC34338,63,management,married,unknown,no,2352,no,no
ABC29088,48,blue-collar,married,secondary,no,244,yes,yes
ABC2909,42,self-employed,married,primary,no,3641,yes,no
ABC34340,56,retired,married,primary,no,9367,no,no
ABC29090,40,blue-collar,married,secondary,no,746,yes,yes
ABC34342,30,management,married,tertiary,no,10884,no,no
ABC29091,60,management,married,primary,no,92,no,no
ABC29093,48,services,married,secondary,no,51,yes,yes
ABC34345,38,services,married,secondary,no,47,yes,no
ABC29094,58,services,married,secondary,no,580,no,yes
ABC29095,45,blue-collar,married,secondary,no,1818,no,no
ABC29097,53,management,married,primary,no,798,yes,no
ABC29098,43,services,married,unknown,no,790,no,no
ABC34353,37,student,single,unknown,no,444,no,no
ABC29099,53,blue-collar,married,secondary,no,7984,yes,no
ABC291,37,management,married,tertiary,no,58,yes,no
ABC29100,54,self-employed,married,secondary,no,534,yes,no
ABC29105,31,blue-collar,divorced,secondary,no,304,no,no
ABC29107,34,management,married,tertiary,no,28,yes,no
ABC29108,35,blue-collar,married,primary,no,0,no,yes
ABC29109,46,management,married,tertiary,no,587,no,no
ABC34360,29,management,single,tertiary,no,9407,no,no
ABC2911,49,blue-collar,married,primary,no,1878,yes,no
ABC29113,43,blue-collar,married,primary,no,575,no,no
ABC29115,54,blue-collar,married,secondary,no,719,yes,no
ABC34367,35,entrepreneur,married,secondary,no,2971,no,no
ABC29116,31,services,married,secondary,no,442,yes,no
ABC29118,34,entrepreneur,married,tertiary,no,-508,yes,no
ABC29119,37,management,married,tertiary,no,767,no,yes
ABC2912,42,blue-collar,married,secondary,no,3,yes,no
ABC29122,34,blue-collar,married,primary,no,1873,yes,no
ABC34373,43,blue-collar,married,tertiary,no,2643,no,no
ABC29129,41,management,married,primary,no,243,yes,no
ABC29130,34,blue-collar,married,primary,no,1301,no,no
ABC29131,35,blue-collar,married,secondary,no,723,no,no
ABC29132,29,management,married,tertiary,no,-45,no,no
ABC29134,34,management,married,tertiary,no,926,no,yes
ABC34382,39,blue-collar,married,secondary,no,261,no,no
ABC29135,38,services,married,secondary,no,8876,no,no
ABC29138,39,blue-collar,married,tertiary,no,794,no,no
ABC2914,47,blue-collar,married,primary,no,502,yes,no
ABC29140,35,services,married,secondary,no,643,yes,no
ABC29143,59,blue-collar,married,primary,no,0,no,no
ABC29144,37,management,married,secondary,no,10,no,yes
ABC29145,34,unemployed,divorced,tertiary,no,182,yes,no
ABC34390,29,management,single,secondary,no,3317,no,yes
ABC29146,40,blue-collar,married,primary,no,418,no,no
ABC34392,59,retired,divorced,secondary,no,514,no,no
ABC29147,36,services,married,secondary,no,145,yes,no
ABC29148,41,blue-collar,divorced,secondary,no,-224,yes,no
ABC29149,36,management,married,tertiary,no,853,yes,yes
ABC2915,41,services,married,secondary,no,3634,yes,no
ABC29150,54,unemployed,divorced,secondary,no,6745,no,no
ABC29151,38,self-employed,married,secondary,no,290,yes,no
ABC29152,46,self-employed,married,primary,no,0,no,no
ABC29153,38,management,married,tertiary,no,661,yes,no
ABC29154,55,management,married,primary,no,621,no,yes
ABC29156,36,services,married,secondary,no,131,yes,no
ABC29157,40,blue-collar,married,secondary,no,504,yes,no
ABC29158,46,blue-collar,divorced,primary,no,216,no,no
ABC29159,83,retired,married,primary,no,425,no,no
ABC34407,50,blue-collar,married,primary,no,5872,yes,no
ABC2916,45,blue-collar,married,secondary,no,3395,yes,no
ABC29160,46,services,married,primary,no,469,yes,no
ABC29161,38,blue-collar,married,secondary,no,201,yes,no
ABC29162,36,unemployed,divorced,secondary,no,1366,no,yes
ABC29163,59,blue-collar,married,secondary,no,410,yes,no
ABC29166,34,management,married,tertiary,no,490,yes,no
ABC29167,35,services,married,secondary,no,-50,no,no
ABC29169,55,self-employed,divorced,secondary,no,1530,no,no
ABC29170,34,services,married,secondary,no,50,yes,no
ABC29173,32,services,married,secondary,no,56,yes,no
ABC29174,37,blue-collar,married,secondary,no,-67,no,no
ABC29175,36,services,married,secondary,no,0,yes,no
ABC29176,41,self-employed,married,primary,no,1332,no,no
ABC29177,42,blue-collar,married,primary,no,1455,yes,no
ABC29178,40,services,married,secondary,no,683,yes,no
ABC2918,53,blue-collar,married,primary,no,600,yes,no
ABC29180,52,unemployed,married,primary,no,3175,no,no
ABC29181,45,management,married,tertiary,no,474,yes,yes
ABC29182,60,retired,married,primary,no,174,yes,yes
ABC29183,40,management,married,tertiary,no,543,yes,no
ABC29184,36,management,married,tertiary,no,82,no,no
ABC29185,57,services,married,secondary,no,11,no,no
ABC29186,34,blue-collar,married,tertiary,no,-624,no,no
ABC29187,37,management,married,primary,no,1404,yes,no
ABC29188,49,services,married,secondary,no,359,yes,no
ABC29189,37,management,married,tertiary,no,59,yes,yes
ABC29190,38,entrepreneur,married,tertiary,no,136,yes,yes
ABC29191,41,services,married,secondary,no,437,yes,no
ABC29192,46,services,divorced,unknown,no,973,no,no
ABC29193,32,management,married,tertiary,no,55,no,no
ABC29194,38,blue-collar,married,primary,no,489,yes,no
ABC29196,44,management,married,secondary,no,991,no,no
ABC2920,40,blue-collar,divorced,secondary,no,2540,yes,no
ABC29202,43,management,married,secondary,yes,16,no,no
ABC29207,36,blue-collar,married,secondary,no,-42,no,yes
ABC29209,33,services,married,secondary,no,3519,no,no
ABC2921,34,blue-collar,married,primary,no,357,yes,no
ABC29210,45,self-employed,married,tertiary,no,40,yes,no
ABC29211,43,management,married,tertiary,no,0,no,no
ABC29212,34,blue-collar,married,secondary,no,7,yes,yes
ABC29214,53,services,divorced,secondary,no,372,no,yes
ABC29215,59,management,married,tertiary,no,3401,no,no
ABC29216,46,management,married,tertiary,no,5261,no,no
ABC29217,35,services,divorced,secondary,no,6,no,no
ABC29219,49,self-employed,married,tertiary,no,147,no,yes
ABC2922,40,blue-collar,married,secondary,no,782,yes,no
ABC29220,40,management,married,tertiary,no,0,yes,no
ABC29223,36,unemployed,married,secondary,no,608,yes,no
ABC29224,32,management,married,tertiary,no,141,no,no
ABC29225,42,management,married,secondary,no,0,yes,yes
ABC29228,35,services,married,secondary,no,630,yes,no
ABC34464,46,services,single,tertiary,no,2889,yes,no
ABC2923,41,blue-collar,married,primary,no,2097,yes,no
ABC29231,57,services,married,secondary,no,567,yes,no
ABC34467,36,blue-collar,married,primary,no,378,yes,no
ABC34468,44,services,divorced,secondary,no,-368,yes,no
ABC29232,33,entrepreneur,married,tertiary,no,606,yes,no
ABC29233,58,retired,married,secondary,no,1227,no,no
ABC29235,41,management,married,secondary,no,0,yes,no
ABC29236,45,management,married,tertiary,no,3857,yes,no
ABC29237,43,blue-collar,married,secondary,no,1109,yes,no
ABC29238,60,blue-collar,married,secondary,no,272,no,no
ABC29239,33,management,married,tertiary,no,73,yes,no
ABC29240,58,retired,married,secondary,no,158,yes,yes
ABC34476,35,student,single,secondary,no,188,yes,no
ABC29241,45,unemployed,married,primary,no,0,yes,no
ABC29242,38,services,divorced,secondary,no,485,yes,no
ABC29247,29,blue-collar,married,secondary,no,1074,no,no
ABC29248,48,blue-collar,divorced,secondary,yes,-535,yes,no
ABC29249,39,management,married,unknown,no,1253,no,no
ABC2925,57,services,divorced,primary,no,628,yes,yes
ABC29252,48,services,married,secondary,no,22,no,no
ABC29253,40,services,married,secondary,no,809,no,no
ABC34484,30,blue-collar,married,secondary,no,61,yes,no
ABC29255,52,services,married,secondary,no,416,yes,no
ABC29256,43,blue-collar,married,secondary,no,597,yes,no
ABC29258,31,services,divorced,secondary,no,139,no,no
ABC2926,42,blue-collar,married,secondary,no,0,yes,no
ABC29260,53,blue-collar,married,secondary,no,4930,no,yes
ABC29262,75,retired,divorced,primary,no,46,no,no
ABC29263,37,blue-collar,married,secondary,no,494,yes,no
ABC29264,75,retired,married,primary,no,3324,no,no
ABC29265,60,services,married,secondary,no,292,no,yes
ABC2927,57,services,married,secondary,no,6874,yes,no
ABC29271,38,management,married,tertiary,no,1187,yes,yes
ABC34495,58,services,married,secondary,no,2160,yes,yes
ABC29272,29,blue-collar,married,secondary,no,321,yes,yes
ABC29275,57,management,married,secondary,no,123,no,no
ABC29277,45,services,married,secondary,no,1214,yes,no
ABC29279,35,blue-collar,married,tertiary,no,1526,yes,no
ABC2928,43,blue-collar,divorced,secondary,no,16,yes,no
ABC29280,41,services,divorced,secondary,no,-376,yes,no
ABC29281,33,services,married,secondary,no,482,yes,no
ABC29282,31,management,married,tertiary,no,4015,yes,no
ABC34503,41,unemployed,married,secondary,no,0,yes,yes
ABC29285,39,services,divorced,secondary,no,442,yes,no
ABC29286,56,entrepreneur,married,secondary,no,5838,no,no
ABC29287,35,services,married,tertiary,no,1145,yes,no
ABC2929,45,blue-collar,married,primary,no,1691,yes,no
ABC29290,46,management,divorced,tertiary,no,665,yes,no
ABC29291,31,blue-collar,married,secondary,no,671,no,no
ABC29293,57,blue-collar,married,secondary,no,589,yes,no
ABC34518,37,management,married,tertiary,no,658,yes,no
ABC29296,54,management,divorced,tertiary,no,2037,no,no
ABC29297,55,retired,married,secondary,no,-185,no,yes
ABC29298,67,retired,married,tertiary,no,2841,no,no
ABC29299,53,management,married,tertiary,no,1759,no,no
ABC29302,46,blue-collar,married,unknown,no,304,no,no
ABC29308,49,unemployed,married,primary,no,157,yes,no
ABC2931,41,blue-collar,married,unknown,no,1057,yes,no
ABC29310,40,entrepreneur,divorced,secondary,no,1247,yes,no
ABC29312,34,blue-collar,married,secondary,no,4,yes,no
ABC29313,42,management,married,tertiary,no,477,yes,no
ABC29316,53,blue-collar,married,secondary,no,598,no,no
ABC29318,39,entrepreneur,married,tertiary,no,4,yes,yes
ABC29319,55,unemployed,married,secondary,no,1339,no,no
ABC2932,49,blue-collar,married,primary,no,11317,yes,no
ABC29320,49,blue-collar,married,primary,no,4,yes,yes
ABC29321,47,blue-collar,married,secondary,no,1167,yes,no
ABC29322,57,retired,married,secondary,no,485,no,no
ABC29323,83,retired,married,tertiary,no,6236,no,no
ABC29324,39,blue-collar,married,primary,no,541,yes,no
ABC29325,70,management,married,tertiary,no,13297,no,no
ABC29326,35,blue-collar,married,primary,no,526,yes,no
ABC29327,29,management,married,secondary,no,-420,yes,no
ABC2933,42,services,married,secondary,yes,-1300,no,no
ABC29330,31,management,divorced,tertiary,no,0,no,no
ABC29334,41,blue-collar,divorced,primary,no,320,yes,no
ABC29336,52,services,married,secondary,no,2851,no,yes
ABC3455,44,blue-collar,married,tertiary,no,4580,yes,no
ABC29338,43,management,married,primary,no,73,no,no
ABC29339,45,services,divorced,secondary,no,479,no,no
ABC2934,41,services,married,primary,no,299,yes,no
ABC29340,36,services,married,secondary,no,304,yes,no
ABC29341,51,services,married,secondary,no,615,no,no
ABC29342,45,services,married,secondary,yes,1,no,no
ABC29343,39,management,married,tertiary,no,588,yes,yes
ABC29345,40,blue-collar,married,secondary,yes,231,yes,no
ABC29347,38,blue-collar,married,secondary,no,581,yes,no
ABC29351,47,entrepreneur,divorced,secondary,no,186,no,no
ABC29352,37,self-employed,divorced,secondary,no,1082,no,no
ABC34563,39,management,married,tertiary,no,0,yes,no
ABC29353,46,blue-collar,married,secondary,no,-221,yes,yes
ABC34566,31,blue-collar,single,secondary,no,196,yes,no
ABC34567,30,blue-collar,single,primary,no,253,yes,no
ABC29354,55,blue-collar,married,primary,no,145,no,no
ABC29355,53,blue-collar,divorced,primary,no,-1,yes,no
ABC29356,29,blue-collar,divorced,secondary,no,-95,yes,no
ABC29358,51,blue-collar,married,primary,no,2095,yes,yes
ABC2936,56,blue-collar,married,secondary,no,1412,yes,no
ABC29360,49,management,married,secondary,no,466,no,no
ABC29361,33,services,married,secondary,no,317,yes,no
ABC34576,33,self-employed,single,tertiary,no,94,yes,no
ABC29363,50,blue-collar,divorced,secondary,no,8,no,no
ABC29364,31,management,married,tertiary,no,40,no,no
ABC29365,44,blue-collar,divorced,tertiary,no,245,yes,no
ABC29366,46,blue-collar,married,secondary,no,317,yes,yes
ABC29367,37,blue-collar,married,tertiary,no,0,yes,no
ABC29368,48,management,married,tertiary,no,7289,yes,no
ABC29369,65,retired,married,tertiary,no,1948,no,no
ABC2937,49,blue-collar,married,primary,no,0,yes,no
ABC29370,37,management,married,unknown,no,247,no,no
ABC29372,36,services,married,secondary,no,606,yes,no
ABC29373,35,services,married,secondary,no,287,yes,no
ABC29374,58,retired,divorced,secondary,no,8266,yes,no
ABC29375,46,blue-collar,married,secondary,no,1028,yes,no
ABC29378,40,blue-collar,divorced,secondary,no,93,no,no
ABC29379,35,management,married,tertiary,no,194,no,no
ABC2938,41,blue-collar,married,secondary,no,235,yes,no
ABC29380,37,services,married,secondary,no,2254,no,no
ABC29381,59,entrepreneur,divorced,secondary,no,0,no,yes
ABC29382,50,blue-collar,divorced,secondary,no,0,no,no
ABC29383,65,retired,married,primary,no,1343,no,no
ABC29384,55,blue-collar,married,secondary,no,754,no,no
ABC29385,49,blue-collar,married,secondary,no,1811,yes,yes
ABC29386,65,retired,married,tertiary,no,162,no,no
ABC29387,52,services,married,secondary,no,820,yes,no
ABC29388,35,blue-collar,married,primary,no,0,yes,yes
ABC29389,35,services,married,secondary,no,220,yes,no
ABC2939,48,management,married,tertiary,no,20718,yes,no
ABC29393,37,management,married,tertiary,no,751,yes,no
ABC29394,42,management,married,tertiary,no,11093,no,no
ABC29395,37,blue-collar,married,secondary,no,318,no,no
ABC29399,37,blue-collar,married,primary,no,643,yes,yes
ABC294,54,management,married,tertiary,no,0,no,no
ABC2940,41,blue-collar,married,secondary,no,1043,yes,yes
ABC29400,42,blue-collar,married,primary,no,718,no,no
ABC29401,45,blue-collar,married,secondary,no,0,yes,yes
ABC29402,54,management,married,tertiary,no,67,yes,no
ABC29403,35,blue-collar,married,tertiary,no,633,yes,yes
ABC29406,42,services,married,primary,no,124,yes,no
ABC29408,33,services,divorced,secondary,no,69,yes,no
ABC2941,41,services,married,secondary,no,890,yes,no
ABC29410,36,management,married,tertiary,no,806,yes,no
ABC29411,34,services,divorced,secondary,no,66,no,no
ABC29412,54,blue-collar,divorced,secondary,no,0,yes,yes
ABC29413,49,management,divorced,tertiary,no,4961,yes,no
ABC29415,47,services,married,secondary,no,1160,yes,no
ABC29416,33,services,married,secondary,no,312,yes,yes
ABC29418,41,blue-collar,married,secondary,no,0,yes,no
ABC29421,33,management,married,tertiary,no,644,yes,yes
ABC29423,60,retired,married,secondary,no,0,no,no
ABC29424,59,self-employed,married,primary,no,182,no,no
ABC29425,60,services,married,secondary,no,594,yes,no
ABC29426,33,management,married,tertiary,no,0,no,no
ABC29427,36,blue-collar,married,secondary,no,414,no,no
